"Category","Subcategory","Enrichment","P-value","P-adjusted","Q-value","Observed","miRNAs/precursors"
"Published Diseases","sarcoidosis downregulated","enriched","0.0013635","0.0351182","0.0351182","17","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-148a-3p; hsa-miR-24-2-5p; hsa-miR-380-5p; hsa-miR-934; hsa-miR-106b-5p; hsa-miR-590-5p"
"Published Diseases","wilms tumor downregulated","enriched","0.0034179","0.0351182","0.0351182","19","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-148a-3p; hsa-miR-24-2-5p; hsa-miR-380-5p; hsa-miR-934; hsa-miR-106b-5p; hsa-miR-590-5p"
"Published Diseases","wilms tumor upregulated","depleted","0.0076089","0.0351182","0.0351182","13","hsa-miR-302c-3p; hsa-miR-135a-3p; hsa-miR-130b-5p; hsa-miR-885-5p; hsa-miR-132-5p; hsa-miR-658; hsa-miR-484; hsa-miR-892a; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-194-3p; hsa-miR-1225-5p; hsa-miR-1228-5p"
"Pathways (KEGG)","Cholesterol metabolism","enriched","0.0087016","0.0351209","0.0351209","18","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-658; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-194-3p"
"Pathways (KEGG)","Legionellosis","enriched","0.0087016","0.0351209","0.0351209","18","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-658; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p"
"Pathways (KEGG)","Serotonergic synapse","enriched","0.0091938","0.0362343","0.0362343","20","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-484; hsa-miR-146b-3p; hsa-miR-106b-5p; hsa-miR-892a; hsa-miR-93-3p"
"Pathways (KEGG)","Viral myocarditis","enriched","0.0091938","0.0362343","0.0362343","20","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-484; hsa-miR-380-5p; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p"
"Pathways (KEGG)","Fluid shear stress and atherosclerosis","enriched","0.0094722","0.0364733","0.0364733","25","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-132-5p; hsa-miR-24-2-5p; hsa-miR-658; hsa-miR-484; hsa-miR-146b-3p; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-194-3p"
"Pathways (KEGG)","Melanogenesis","enriched","0.0094701","0.0364733","0.0364733","19","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-484; hsa-miR-934; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p"
"Target genes (miRTarBase)","ATAD5","depleted","0.0036657","0.0374278","0.0374278","3","hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-194-3p"
"Target genes (miRTarBase)","SDHA","enriched","0.0036657","0.0374278","0.0374278","3","hsa-miR-17-5p; hsa-miR-222-3p; hsa-miR-106a-5p"
"Target genes (miRTarBase)","SIRPA","enriched","0.0036657","0.0374278","0.0374278","3","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p"
"Pathways (KEGG)","Citrate cycle TCA cycle","enriched","0.0099166","0.0377508","0.0377508","12","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-130b-5p; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p"
"Published Diseases","glioma downregulated","depleted","0.0088338","0.037859","0.037859","6","hsa-miR-20a-5p; hsa-miR-380-5p; hsa-miR-934; hsa-miR-106b-5p; hsa-miR-892a; hsa-miR-1228-5p"
"Pathways (KEGG)","ErbB signaling pathway","enriched","0.0102909","0.0378841","0.0378841","22","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-548d-3p; hsa-miR-135a-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-658; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p; hsa-miR-194-3p"
"Pathways (KEGG)","Malaria","enriched","0.0102322","0.0378841","0.0378841","13","hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-302c-3p; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-106b-5p; hsa-miR-409-3p; hsa-miR-590-5p"
"Pathways (KEGG)","Phospholipase D signaling pathway","enriched","0.0102909","0.0378841","0.0378841","22","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-130b-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-658; hsa-miR-484; hsa-miR-146b-3p; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p"
"Target genes (miRTarBase)","ACSL4","enriched","0.0037689","0.0379721","0.0379721","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-374b-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","FOXC1","enriched","0.0037689","0.0379721","0.0379721","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-374b-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","LUZP2","enriched","0.0037689","0.0379721","0.0379721","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-374b-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","PANK3","enriched","0.0037689","0.0379721","0.0379721","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-93-5p; hsa-miR-374b-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","POLR1B","enriched","0.0037689","0.0379721","0.0379721","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-374b-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","REEP3","enriched","0.0037689","0.0379721","0.0379721","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-374b-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","RUNX1","enriched","0.0037795","0.0379943","0.0379943","5","hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-18a-5p"
"Diseases (MNDR)","Gastric lymphoma","enriched","4.04e-4","0.0381821","0.0381821","9","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-302c-3p; hsa-miR-18a-5p; hsa-miR-106b-5p"
"Diseases (MNDR)","Prolactinoma","enriched","4.04e-4","0.0381821","0.0381821","9","hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-148a-3p"
"Immune cells","CD19 expressed","enriched","0.0154087","0.0385218","0.0385218","14","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-148a-3p; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-1225-5p; hsa-miR-590-5p"
"Immune cells","CD3 expressed","enriched","0.0154087","0.0385218","0.0385218","14","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-148a-3p; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-1225-5p; hsa-miR-590-5p"
"Pathways (KEGG)","Endocrine and other factor-regulated calcium reabsorption","enriched","0.0108181","0.039392","0.039392","15","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-130b-5p; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-590-5p"
"Diseases (MNDR)","B-cell lymphoma","enriched","8.64e-4","0.0403717","0.0403717","14","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-135a-3p; hsa-miR-148a-3p; hsa-miR-106b-5p; hsa-miR-1225-5p"
"Diseases (MNDR)","Down syndrome","enriched","9.08e-4","0.0403717","0.0403717","8","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-374b-5p; hsa-miR-148a-3p"
"Diseases (MNDR)","Endometrial cancer","enriched","9.48e-4","0.0403717","0.0403717","6","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-18a-5p"
"Diseases (MNDR)","Medulloblastoma","enriched","5.66e-4","0.0403717","0.0403717","14","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-18a-5p; hsa-miR-148a-3p; hsa-miR-132-5p; hsa-miR-106b-5p; hsa-miR-409-3p"
"Diseases (MNDR)","Multiple myeloma","enriched","9.86e-4","0.0403717","0.0403717","20","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-135a-3p; hsa-miR-558; hsa-miR-148a-3p; hsa-miR-658; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-1225-5p; hsa-miR-590-5p"
"Diseases (MNDR)","Multiple sclerosis chronic progressive","enriched","6.27e-4","0.0403717","0.0403717","11","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-148a-3p; hsa-miR-106b-5p"
"Diseases (MNDR)","Pituitary adenoma","enriched","0.0010977","0.0403717","0.0403717","14","hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-132-5p; hsa-miR-106b-5p"
"Diseases (MNDR)","Pituitary neoplasms","enriched","0.0010977","0.0403717","0.0403717","14","hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-132-5p; hsa-miR-106b-5p"
"Diseases (MNDR)","Prostatic neoplasms","enriched","9.83e-4","0.0403717","0.0403717","10","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-484; hsa-miR-146b-3p; hsa-miR-106b-5p"
"Diseases (MNDR)","T-cell leukemia","enriched","6.27e-4","0.0403717","0.0403717","11","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-302c-3p; hsa-miR-18a-5p; hsa-miR-148a-3p; hsa-miR-106b-5p"
"Diseases (MNDR)","Wounds and injuries","enriched","9.48e-4","0.0403717","0.0403717","6","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-18a-5p"
"Target genes (miRTarBase)","PNRC1","enriched","0.0040995","0.0409411","0.0409411","8","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-548d-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SOX4","enriched","0.0040995","0.0409411","0.0409411","8","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-548d-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZNF681","enriched","0.0040995","0.0409411","0.0409411","8","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-374b-5p; hsa-miR-548d-3p; hsa-miR-106b-5p"
"Immune cells","CD14 expressed","enriched","0.0336157","0.0420196","0.0420196","15","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-148a-3p; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-1225-5p; hsa-miR-590-5p"
"Immune cells","CD56 expressed","enriched","0.027591","0.0420196","0.0420196","15","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-135a-3p; hsa-miR-148a-3p; hsa-miR-484; hsa-miR-106b-5p; hsa-miR-1225-5p; hsa-miR-590-5p"
"Diseases (MNDR)","Acth-secreting pituitary adenoma","enriched","0.0037795","0.0431379","0.0431379","5","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-126-3p; hsa-miR-18a-5p"
"Diseases (MNDR)","Amyloidosis","enriched","0.0037795","0.0431379","0.0431379","5","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-126-3p; hsa-miR-18a-5p"
"Diseases (MNDR)","Anxiety disorders","enriched","0.0037795","0.0431379","0.0431379","5","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-126-3p; hsa-miR-18a-5p"
"Diseases (MNDR)","Arsenic poisoning","enriched","0.0036657","0.0431379","0.0431379","3","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p"
"Diseases (MNDR)","B cell acute lymphoblastic leukemia","enriched","0.0017106","0.0431379","0.0431379","4","hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p"
"Diseases (MNDR)","Chorea","enriched","0.0014464","0.0431379","0.0431379","12","hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-484; hsa-miR-106b-5p"
"Diseases (MNDR)","Chronic myeloid leukemia","enriched","0.0017106","0.0431379","0.0431379","4","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-126-3p"
"Diseases (MNDR)","Diabetic nephropathies","enriched","0.0037795","0.0431379","0.0431379","5","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-126-3p; hsa-miR-18a-5p"
"Diseases (MNDR)","Epilepsy temporal lobe","enriched","0.0020393","0.0431379","0.0431379","5","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-374b-5p"
"Diseases (MNDR)","Familial hyperlipidemia","enriched","0.0025606","0.0431379","0.0431379","6","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-148a-3p"
"Diseases (MNDR)","Fibrosis","enriched","0.0037795","0.0431379","0.0431379","5","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-126-3p; hsa-miR-18a-5p"
"Diseases (MNDR)","Hand foot and mouth disease","enriched","0.0037795","0.0431379","0.0431379","5","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-126-3p; hsa-miR-18a-5p"
"Diseases (MNDR)","Hepatitis b","enriched","0.0025606","0.0431379","0.0431379","6","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-148a-3p"
"Diseases (MNDR)","Hepatoblastoma","enriched","0.0037795","0.0431379","0.0431379","5","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-126-3p; hsa-miR-18a-5p"
"Diseases (MNDR)","Huntington disease","enriched","0.0037341","0.0431379","0.0431379","15","hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-302c-3p; hsa-miR-18a-5p; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-24-2-5p; hsa-miR-484; hsa-miR-106b-5p"
"Diseases (MNDR)","Inflammatory bowel disease","enriched","0.0037795","0.0431379","0.0431379","5","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-126-3p; hsa-miR-18a-5p"
"Diseases (MNDR)","Interstitial cystitis","enriched","0.0025606","0.0431379","0.0431379","6","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-148a-3p"
"Diseases (MNDR)","Interstitial lung disease","enriched","0.0037795","0.0431379","0.0431379","5","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-126-3p; hsa-miR-18a-5p"
"Diseases (MNDR)","Keloid","enriched","0.0025606","0.0431379","0.0431379","6","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-148a-3p"
"Diseases (MNDR)","Liver cirrhosis","enriched","0.0019996","0.0431379","0.0431379","8","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-302c-3p; hsa-miR-18a-5p; hsa-miR-148a-3p"
"Diseases (MNDR)","Lupus nephritis","enriched","0.0037795","0.0431379","0.0431379","5","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-126-3p; hsa-miR-18a-5p"
"Diseases (MNDR)","Lymphoplasmacytic lymphoma","enriched","0.0037795","0.0431379","0.0431379","5","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-126-3p; hsa-miR-18a-5p"
"Diseases (MNDR)","Muscular dystrophy","enriched","0.0037795","0.0431379","0.0431379","5","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-126-3p; hsa-miR-18a-5p"
"Diseases (MNDR)","Myocardial ischemia","enriched","0.0037795","0.0431379","0.0431379","5","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-126-3p; hsa-miR-18a-5p"
"Diseases (MNDR)","Myositis ossificans","enriched","0.0018328","0.0431379","0.0431379","3","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p"
"Diseases (MNDR)","Neuroblastoma","enriched","0.0031138","0.0431379","0.0431379","12","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-18a-5p; hsa-miR-558; hsa-miR-148a-3p; hsa-miR-885-5p; hsa-miR-106b-5p"
"Diseases (MNDR)","Non-alcoholic fatty liver disease","enriched","0.0037795","0.0431379","0.0431379","5","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-126-3p; hsa-miR-18a-5p"
"Diseases (MNDR)","Ocular cancer","enriched","0.0018328","0.0431379","0.0431379","3","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p"
"Diseases (MNDR)","Oligodendroglioma","enriched","0.0025606","0.0431379","0.0431379","6","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-148a-3p"
"Diseases (MNDR)","Panic disorder","enriched","0.0037795","0.0431379","0.0431379","5","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-126-3p; hsa-miR-18a-5p"
"Diseases (MNDR)","Pulmonary hypertension","enriched","0.0018328","0.0431379","0.0431379","3","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p"
"Diseases (MNDR)","Renal cell carcinoma","enriched","0.0018465","0.0431379","0.0431379","12","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-302c-3p; hsa-miR-18a-5p; hsa-miR-148a-3p; hsa-miR-24-2-5p; hsa-miR-106b-5p"
"Diseases (MNDR)","Rhabdomyosarcoma","enriched","0.0037795","0.0431379","0.0431379","5","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-126-3p; hsa-miR-18a-5p"
"Diseases (MNDR)","Schizophrenia","enriched","0.003237","0.0431379","0.0431379","9","hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-18a-5p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-148a-3p; hsa-miR-885-5p"
"Diseases (MNDR)","Squamous cell carcinoma","enriched","0.0019286","0.0431379","0.0431379","6","hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-302c-3p; hsa-miR-548d-3p"
"Diseases (MNDR)","Stroke lacunar","enriched","0.0013635","0.0431379","0.0431379","17","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-374b-5p; hsa-miR-18a-5p; hsa-miR-148a-3p; hsa-miR-484; hsa-miR-934; hsa-miR-106b-5p; hsa-miR-93-3p; hsa-miR-409-3p"
"Diseases (MNDR)","Temporal lobe epilepsy","depleted","0.0020393","0.0431379","0.0431379","5","hsa-miR-146b-3p; hsa-miR-380-5p; hsa-miR-934; hsa-miR-106b-5p; hsa-miR-590-5p"
"Diseases (MNDR)","Testicular cancer","enriched","0.0037795","0.0431379","0.0431379","5","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-126-3p; hsa-miR-18a-5p"
"Diseases (MNDR)","Thyroid cancer","enriched","0.0014464","0.0431379","0.0431379","12","hsa-miR-20b-5p; hsa-miR-144-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-363-3p; hsa-miR-18a-5p; hsa-miR-148a-3p; hsa-miR-132-5p; hsa-miR-409-3p"
"Diseases (MNDR)","Vitiligo","enriched","0.0025606","0.0431379","0.0431379","6","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-93-5p; hsa-miR-126-3p; hsa-miR-148a-3p"
"Published Diseases","ovarian cancer upregulated","depleted","0.0113636","0.0454544","0.0454544","2","hsa-miR-194-3p; hsa-miR-1228-5p"
